stop_name,parent_station,stop_id,stop_lat,stop_lon,location_type,platform_code
Hoyerswerda Bahnhof,,525213,51.433025,14.231129,1,
Hude,5318,45774,53.10937,8.461016,,
Hude(Oldb),,5318,53.10937,8.460953,1,
Husum,,655812,54.472015,9.056272,1,
Husum,655812,174745,54.472088,9.055957,,
Immenstadt,,251709,47.559204,10.213997,1,
Immenstadt,251709,485298,47.559204,10.213999,,
Imst-Pitztal,,498670,47.219074,10.76167,1,
Imst-Pitztal,498670,267842,47.219074,10.76167,,
Ingolstadt Hbf,,338658,48.74455,11.437341,1,
Ingolstadt Hbf,338658,137039,48.74454,11.437337,,
Innsbruck Hauptbahnhof,,508237,47.263233,11.401031,1,
Innsbruck Hbf,508237,423157,47.263237,11.401028,,
Inowroclaw,,392511,52.804947,18.24406,1,
Inowroclaw,392511,83126,52.804947,18.24406,,
Interlaken Ost,,130658,46.6905,7.869,1,
Interlaken Ost,130658,9537,46.6905,7.869,,
Interlaken West,,363616,46.68263,7.851453,1,
Interlaken West,363616,268334,46.68263,7.851453,,
"Iserl., Letmathe Bf",,636354,51.362835,7.618396,1,
Iserlohn-Letmathe,636354,91968,51.36284,7.618397,,
Itzehoe,,67603,53.92408,9.510151,1,
Itzehoe,67603,233198,53.923794,9.510167,,
Jarocin,,589287,51.96912,17.494276,1,
Jarocin,589287,350480,51.96912,17.494276,,
Jaroslaw,,51006,50.01067,22.677896,1,
Jaroslaw,51006,670091,50.01067,22.677896,,
Jaworzno Szczakowa,,591923,50.246326,19.297424,1,
Jaworzno Szczakowa,591923,327691,50.246326,19.297424,,
Jena Paradies,,475976,50.924854,11.587468,1,
Jena Paradies,475976,182427,50.925297,11.587442,,
Jena West,,79564,50.923286,11.57785,1,
Jena West,79564,446263,50.923286,11.577848,,
Jena-Göschwitz,,588109,50.8838,11.593217,1,
Jena-Göschwitz,588109,362770,50.88394,11.593537,,
Jenbach,,161950,47.388447,11.778454,1,
Jenbach,161950,149928,47.388447,11.778454,,
Jesenice(Gr),,581814,46.48141,14.020333,1,
Jesenice(Gr),581814,269584,46.48141,14.020333,,
Jesenice(SLO),,294347,46.436325,14.054913,1,
Jesenice(SLO),294347,374711,46.436325,14.054913,,
Jestetten,112187,442290,47.654728,8.574397,,
Jestetten Bahnhof,,112187,47.65484,8.574653,1,
Jüterbog,4486,444245,51.997135,13.053549,,2
"Jüterbog, Bahnhof",,4486,51.997475,13.054028,1,
Kaiserslautern Hbf,377876,171039,49.43586,7.768627,,
"Kaiserslautern, Hbf",,377876,49.436264,7.768253,1,
Kalisz,,300371,51.74282,18.071917,1,
Kalisz,300371,41203,51.74282,18.071917,,
Kapfenberg,,158768,47.44523,15.292357,1,
Kapfenberg,158768,632557,47.44523,15.292357,,
Karlsruhe Hauptbahnhof,,89988,48.993347,8.401036,1,
Karlsruhe Hbf,89988,613496,48.993515,8.402181,,
Karlsruhe-Durlach,,357367,49.00225,8.462759,1,
Karlsruhe-Durlach,357367,486707,49.002327,8.462822,,
Kassel Bahnhof Wilhelmshöhe,,266496,51.31313,9.44705,1,
Kassel-Wilhelmshöhe,266496,428354,51.312435,9.448181,,
Katowice,,371526,50.257515,19.017164,1,
Katowice,371526,56624,50.257515,19.017164,,
Kedzierzyn Kozle,,303344,50.34436,18.204765,1,
Kedzierzyn Kozle,303344,346167,50.34436,18.204765,,
Kehl(Gr),,322473,48.575645,7.801118,1,
Kehl(Gr),322473,644398,48.575645,7.801118,,
Kempten (Allgäu) Hbf,,152988,47.711746,10.317618,1,
Kempten(Allgäu)Hbf,152988,675385,47.711746,10.31761,,
Kiel Hauptbahnhof,,276461,54.315582,10.131145,1,
Kirchberg in Tirol,,57880,47.448917,12.309101,1,
Kirchberg in Tirol,57880,271088,47.448917,12.309101,,
Kitzbühel,,529068,47.45411,12.391045,1,
Kitzbühel,529068,404361,47.45411,12.391045,,
Kitzbühel Hahnenkamm,,523860,47.44339,12.389856,1,
Kitzbühel Hahnenkamm,523860,325481,47.44339,12.389856,,
Klagenfurt Hbf,,631676,46.615604,14.313576,1,
Klagenfurt Hbf,631676,283075,46.615604,14.313576,,
Koblenz Hauptbahnhof,,596086,50.350925,7.588339,1,
Koblenz Hbf,596086,535234,50.35093,7.588345,,
Koebenhavn H,,192172,55.67272,12.564617,1,
Koebenhavn H,192172,292388,55.67272,12.564617,,
Koebenhavn Syd,,387235,55.65242,12.516317,1,
Koebenhavn Syd,387235,422301,55.65242,12.516317,,
Kolding st,,43011,55.49084,9.481528,1,
Kolding st,43011,655701,55.49084,9.481528,,
Kolin(CZ),,531765,50.025436,15.214279,1,
Kolin(CZ),531765,288517,50.025436,15.214279,,
Koluszki,,299445,51.744602,19.818996,1,
Koluszki,299445,569463,51.744602,19.818996,,
Konin,,571645,52.231396,18.253336,1,
Konin,571645,365873,52.231396,18.253336,,
Konstanz,26724,460121,47.658752,9.177312,,
Konstanz Bahnhof,,26724,47.65874,9.177324,1,
Korsoer st,,560373,55.3572,11.135125,1,
Korsoer st,560373,30717,55.3572,11.135125,,
Koscian,,428289,52.07896,16.641829,1,
Koscian,428289,283146,52.07896,16.641829,,
Kostrzyn,,11650,52.591778,14.647988,1,
Kostrzyn,11650,285291,52.591778,14.647988,,
Krakow Glowny,,475426,50.067196,19.947426,1,
Krakow Glowny,475426,478752,50.067196,19.947426,,
Krakow Plaszow,,192877,50.03509,19.974894,1,
Krakow Plaszow,192877,182174,50.03509,19.974894,,
Kralupy nad Vltavou,,597089,50.238728,14.313473,1,
Kralupy nad Vltavou,597089,631200,50.238728,14.313473,,
Kranj,,387899,46.23901,14.348167,1,
Kranj,387899,446788,46.23901,14.348167,,
Krefeld Hbf,,529803,51.325584,6.568194,1,
Krefeld Hbf,529803,519337,51.325718,6.569885,,
Kreuztal,63392,461176,50.956028,7.991696,,
Kreuztal Bf,,63392,50.956024,7.991691,1,
Kronach,,290022,50.23961,11.320111,1,
Kronach,290022,193616,50.239613,11.320115,,
Krsko,,265164,45.95624,15.493454,1,
Krsko,265164,610598,45.95624,15.493454,,
Krzeszowice,,324025,50.130962,19.633242,1,
Krzeszowice,324025,261745,50.130962,19.633242,,
Krzyz,,101715,52.87742,16.017834,1,
Krzyz,101715,15303,52.87742,16.017834,,
Kufstein,,463030,47.58308,12.16555,1,
Kufstein,463030,175432,47.58308,12.16555,,
Kutno,,80584,52.226963,19.348616,1,
Kutno,80584,466601,52.226963,19.348616,,
Kuty,,611644,48.661892,17.047695,1,
Kuty,611644,275805,48.661892,17.047695,,
Kuty(Gr),,268278,48.71108,17.000406,1,
Kuty(Gr),268278,31920,48.71108,17.000406,,
Köln Ehrenfeld Bf Ehrenfeld,,479364,50.951527,6.91727,1,
Köln Hbf,,168486,50.94303,6.958727,1,
Köln Hbf,168486,69670,50.94303,6.958729,,
Köln Messe/Deutz,151721,641306,50.940872,6.975001,,
Köln Messe/Deutz Bf,,151721,50.940876,6.974996,1,
Köln Messe/Deutz Gl.11-12,151721,274411,50.941723,6.974067,,
Köln Süd Bf,,426012,50.9273,6.938048,1,
Köln Süd Bf,426012,502905,50.9273,6.938048,,
Köln-Ehrenfeld,479364,582258,50.951534,6.917276,,
Köln/Bonn Flughafen,257294,1671,50.878902,7.119302,,
Königs Wusterhausen,200225,235138,52.29666,13.63135,,1
Köthen,,612231,51.75193,11.989358,1,
Köthen,612231,440224,51.75193,11.989358,,
Kühnsdorf-Klopeiner See,,128287,46.62484,14.620893,1,
Kühnsdorf-Klopeiner See,128287,449133,46.62484,14.620893,,
Lancut,,159276,50.08143,22.227507,1,
Lancut,159276,431329,50.08143,22.227507,,
Landeck-Zams,,341838,47.148243,10.578392,1,
Landeck-Zams,341838,576862,47.148243,10.578392,,
Landquart,,219122,46.96744,9.554045,1,
Landquart,219122,8108,46.96744,9.554045,,
Landshut (Bay) Hauptbahnhof,,570261,48.54749,12.135925,1,
Landshut(Bay)Hbf,570261,379325,48.547493,12.13593,,
Landstuhl,308177,321135,49.416286,7.565931,,
"Landstuhl, Bahnhof",,308177,49.416332,7.566159,1,
Langen (Hessen) Bahnhof,,318105,49.99359,8.657163,1,
Langen am Arlberg,,422597,47.13172,10.120375,1,
Langen am Arlberg,422597,236183,47.13172,10.120375,,
Langen(Hess),318105,498716,49.99361,8.656787,,
Lask,,210460,51.603775,19.111855,1,
Lask,210460,130023,51.603775,19.111855,,
Leer(Ostfriesl),,23629,53.23141,7.465229,1,
Leer(Ostfriesl),23629,18273,53.231438,7.46537,,
Legnica,,439774,51.21385,16.168922,1,
Legnica,439774,179358,51.21385,16.168922,,
Lehrte,,290304,52.37663,9.974031,1,
Lehrte,290304,475914,52.37672,9.974599,,
Leipzig Hbf,,251650,51.34547,12.382064,1,
Leipzig Hbf,251650,378188,51.34547,12.382064,,
Leipzig/Halle Flughafen,,155284,51.42334,12.223426,1,
Leipzig/Halle Flughafen,155284,500176,51.42334,12.223426,,
Lennestadt-Altenhundem,4607,313100,51.10412,8.071475,,
Lennestadt-Altenhundem Bf,,4607,51.10413,8.071516,1,
Lennestadt-Grevenbrück,36190,235930,51.14178,8.017977,,
Lennestadt-Grevenbrück Bf,,36190,51.141777,8.017976,1,
Lesce-Bled,,656072,46.360416,14.157971,1,
Lesce-Bled,656072,12728,46.360416,14.157971,,
Leszno,,394192,51.846405,16.565569,1,
Leszno,394192,83992,51.846405,16.565569,,
Lichtenfels,,175607,50.146454,11.059474,1,
Lichtenfels,175607,133856,50.146454,11.059472,,
Liestal,,131956,47.484463,7.731367,1,
Liestal,131956,327224,47.484463,7.731367,,
Limburg (Lahn) Süd (ICE),,189454,50.38191,8.095532,1,
Limburg Süd,189454,207035,50.3825,8.096112,,
Lindau-Reutin,,614394,47.552383,9.703287,1,
Lindau-Reutin,614394,126253,47.552383,9.703292,,
Lingen(Ems),121808,501851,52.519867,7.321731,,
"Lingen, Bahnhof",,121808,52.51964,7.32127,1,
Linz Hbf,,246813,48.29018,14.292131,1,
Linz Hbf,246813,118480,48.29018,14.292131,,
Lippstadt,250568,518191,51.67069,8.348785,,
"Lippstadt, Bustreff Bahnhof",,250568,51.67069,8.348781,1,
Liège-Guillemins,,83261,50.62436,5.566483,1,
Liège-Guillemins,83261,526341,50.62436,5.566483,,
Ljubljana,,200200,46.05869,14.512937,1,
Ljubljana,200200,59204,46.05869,14.512937,,
Lodz Chojny,,157864,51.72638,19.484537,1,
Lodz Chojny,157864,171270,51.72638,19.484537,,
Lodz Widzew,,83750,51.763092,19.544464,1,
Lodz Widzew,83750,109349,51.763092,19.544464,,
Lovosice,,104746,50.509644,14.059534,1,
Lovosice,104746,542000,50.50971,14.059588,,
Lubin,,537363,51.39612,16.193586,1,
Lubin,537363,9558,51.39612,16.193586,,
Lublin,,218529,51.23124,22.568398,1,
Lublin,218529,156462,51.23124,22.568398,,
Lublin Zachodni,,130564,51.218742,22.508389,1,
Lublin Zachodni,130564,519942,51.218742,22.508389,,
Ludwigshafen(Rh)Hbf,175751,334830,49.47653,8.433042,,
"Ludwigshafen, Hauptbahnhof",,175751,49.476994,8.433321,1,
Ludwigsstadt,,191451,50.486584,11.382993,1,
Ludwigsstadt,191451,232410,50.486584,11.382989,,
Lunderskov st,,598088,55.48012,9.303791,1,
Lunderskov st,598088,169736,55.48012,9.303791,,
Lutherstadt Wittenberg Hbf,,450495,51.86781,12.662285,1,
Lutherstadt Wittenberg Hbf,450495,303135,51.86781,12.662285,,
Lübben(Spreewald),219927,496384,51.939842,13.877132,,1
Lübben(Spreewald),219927,503120,51.93978,13.877006,,2
"Lübben, Bahnhof",,219927,51.939842,13.877383,1,
Lübbenau(Spreewald),225710,680496,51.862026,13.961095,,2
Lübbenau(Spreewald),225710,79220,51.862095,13.961176,,1
"Lübbenau, Bahnhof",,225710,51.862114,13.962173,1,
Lübeck Hbf,,412485,53.867214,10.668884,1,
Lübeck Hbf,412485,265041,53.8676,10.668868,,
Lüneburg,,15638,53.249966,10.419999,1,
Lüneburg,15638,70792,53.24966,10.419892,,
MG Hbf /Europaplatz,,88489,51.197212,6.445421,1,
MG Rheydt Hbf,,630983,51.163162,6.441055,1,
Magdeburg Hbf,,400625,52.130512,11.626963,1,
Magdeburg Hbf,400625,449797,52.130466,11.627213,,4
Magdeburg Hbf,400625,465959,52.130558,11.62639,,6
Magdeburg Hbf,400625,485245,52.130573,11.626264,,7
Magdeburg Hbf,400625,60634,52.130596,11.626065,,8
Magdeburg Hbf,400625,659296,52.130455,11.627337,,3
Magdeburg Hbf,400625,663365,52.130527,11.626775,,
Mainz Hbf,507622,360893,50.001118,8.25872,,
"Mainz, Hauptbahnhof",,507622,50.00145,8.258419,1,
Mainz-Kastel,288189,340971,50.00658,8.283174,,
Maishofen-Saalbach,,135446,47.358585,12.810197,1,
Maishofen-Saalbach,135446,186120,47.358585,12.810197,,
Mallnitz-Obervellach,,450798,46.981647,13.176141,1,
Mallnitz-Obervellach,450798,483912,46.981647,13.176141,,
Mannheim Hbf,471706,153024,49.479355,8.468921,,
"Mannheim, Hauptbahnhof",,471706,49.479748,8.469936,1,
Marburg Hauptbahnhof,,305880,50.819263,8.774011,1,
Marburg(Lahn),305880,620749,50.81927,8.775014,,
Marienhafe,488068,561582,53.519238,7.27436,,
Marienhafe Bahnhof,,488068,53.519897,7.273198,1,
Memmingen,,154101,47.985584,10.18685,1,
Memmingen,154101,247180,47.98558,10.186853,,
Meppen,613780,530106,52.696022,7.298015,,
"Meppen, Bahnhof",,613780,52.69565,7.298111,1,
Middelfart st,,359571,55.50162,9.734662,1,
Middelfart st,359571,447806,55.50162,9.734662,,
Miedzyzdroje,,664848,53.92421,14.45478,1,
Miedzyzdroje,664848,669965,53.92421,14.45478,,
Mieszkowice,,442621,52.782093,14.485966,1,
Mieszkowice,442621,143083,52.782093,14.485966,,
"Minden, Kaiserstraße",,139672,52.289364,8.927862,1,
"Minden, Kaiserstraße",139672,303583,52.289368,8.927862,,
Montabaur,450606,246655,50.444836,7.825333,,
Montabaur Bf,,450606,50.44483,7.825323,1,
Mosonmagyarovar,,537760,47.850357,17.266424,1,
Mosonmagyarovar,537760,479851,47.850357,17.266424,,
Murnau,,595710,47.682266,11.192631,1,
Murnau,595710,63733,47.682266,11.192628,,
Myslowice,,395176,50.23779,19.1419,1,
Myslowice,395176,180744,50.23779,19.1419,,
Möhlin,,342323,47.56186,7.833863,1,
Möhlin,342323,651927,47.56186,7.833863,,
Mönchengladbach Hbf,88489,372849,51.196583,6.446111,,
Mühlacker,633357,139862,48.953194,8.846101,,
Mühlacker Bahnhof,,633357,48.953094,8.845818,1,
Müllheim (Baden) Bahnhof,,620295,47.80945,7.599056,1,
Müllheim im Markgräflerland,620295,365807,47.809742,7.599332,,
München Hbf,,11208,48.14029,11.559602,1,
München Hbf,11208,426990,48.140232,11.558335,,
München Hbf Gl.27-36,11208,658776,48.14153,11.556708,,
München Hbf Gl.5-10,11208,204181,48.13993,11.554814,,
München Ost,412598,349404,48.12744,11.604971,,
München-Pasing,399262,612322,48.149853,11.461872,,
Münster Hauptbahnhof,,241023,51.9567,7.63444,1,
Münster(Westf)Hbf,241023,328700,51.956566,7.635715,,
Mürzzuschlag,,490251,47.60791,15.677244,1,
Mürzzuschlag,490251,175334,47.60791,15.677244,,
Nagymaros-Visegrad,,143606,47.790894,18.9588,1,
Nagymaros-Visegrad,143606,307970,47.790894,18.9588,,
Naleczow,,639113,51.31779,22.21296,1,
Naleczow,639113,644436,51.31779,22.21296,,
Naumburg(Saale)Hbf,,553492,51.16307,11.796984,1,
Naumburg(Saale)Hbf,553492,417627,51.16307,11.796984,,
Neu-Ulm,297458,654753,48.393494,10.005766,,
Neu-Ulm Bahnhof,,297458,48.39346,10.004789,1,
Neumünster,,376771,54.07566,9.979757,1,
Neumünster,376771,565443,54.075672,9.979839,,
Neustadt(Weinstr)Hbf,285089,640460,49.349552,8.140757,,
"Neustadt, Hauptbahnhof",,285089,49.35004,8.139985,1,
Neustrelitz Hauptbahnhof,,510213,53.359474,13.07435,1,
Neustrelitz Hbf,510213,309103,53.359257,13.074603,,
Niebüll,,436682,54.78956,8.834768,1,
Niebüll,436682,312581,54.789547,8.834721,,
Niebüll,436682,46865,54.78953,8.834595,,
Niebüll,436682,510297,54.78959,8.834952,,
Nienburg(Weser),,230047,52.645344,9.217862,1,
Nienburg(Weser),230047,660631,52.645363,9.2179,,
Niesky,336161,357364,51.298737,14.831897,,
Niesky Bahnhof,,336161,51.29863,14.831832,1,
Norddeich,266387,98609,53.62158,7.160824,,
Norddeich Mole,340462,205732,53.62432,7.158739,,
Norddeich(Norden),,266387,53.62152,7.160884,1,
Norddeich(Norden) Mole,,340462,53.62432,7.158739,1,
Norden,450771,408194,53.588104,7.219352,,
Norden(Ostfriesl),,450771,53.588013,7.219321,1,
Nove Zamky,,299788,47.995003,18.173956,1,
Nove Zamky,299788,448952,47.995003,18.173956,,
Nowa Sol,,16007,51.799683,15.708106,1,
Nowa Sol,16007,430691,51.799683,15.708106,,
Nowy Tomysl,,353105,52.304085,16.13294,1,
Nowy Tomysl,353105,526410,52.304085,16.13294,,
Nyborg st,,365400,55.314068,10.802921,1,
Nyborg st,365400,491463,55.314068,10.802921,,
Nürnberg Hbf,,196633,49.445614,11.082992,1,
Nürnberg Hbf,196633,45496,49.445618,11.082989,,
Oberhausen Hbf,,196061,51.474,6.853346,1,
Oberhausen Hbf,196061,111874,51.474876,6.851588,,
Oberndorf (Neckar) Bahnhof,,366815,48.29609,8.575363,1,
Oberndorf(Neckar),366815,430154,48.29567,8.575514,,
Oberstdorf,,299234,47.411034,10.278092,1,
Oberstdorf,299234,126299,47.411034,10.278097,,
Oborniki Slaskie,,509704,51.298965,16.907549,1,
Oborniki Slaskie,509704,409670,51.298965,16.907549,,
Odense st,,157302,55.401775,10.386005,1,
Odense st,157302,431154,55.401775,10.386005,,
Offenburg,127473,66380,48.476475,7.946723,,
Offenburg Bahnhof,,127473,48.476387,7.946587,1,
Oldenburg(Oldb)Hbf,512971,252046,53.143948,8.223097,,3
Oldenburg(Oldb)Hbf,512971,500814,53.14383,8.223043,,1
Oldenburg(Oldb)Hbf,512971,52802,53.144302,8.223277,,7
Oldenburg(Oldb)Hbf,512971,558358,53.1444,8.223331,,8
"Oldenburg, Hauptbahnhof",,512971,53.144222,8.222684,1,
Olten,,91353,47.351936,7.9077,1,
Olten,91353,549674,47.351936,7.9077,,
Opalenica,,581160,52.309727,16.400345,1,
Opalenica,581160,211268,52.309727,16.400345,,
Opoczno Poludnie,,337810,51.358517,20.231709,1,
Opoczno Poludnie,337810,65697,51.358517,20.231709,,
Opole Glowne,,236091,50.661514,17.925863,1,
Opole Glowne,236091,446764,50.661514,17.925863,,
Oranienburg,47213,283064,52.75412,13.249437,,24
Oranienburg,47213,446320,52.75408,13.249215,,28
Oranienburg,47213,668867,52.754093,13.249336,,20
Osnabrück Hbf,,586616,52.27313,8.060825,1,
Osnabrück Hbf,586616,299371,52.27351,8.059799,,11
Osnabrück Hbf,586616,539257,52.272747,8.061333,,2
Osnabrück Hbf,586616,553525,52.272606,8.061793,,5
Osnabrück Hbf,586616,594145,52.272697,8.061522,,3
Osnabrück Hbf,586616,85549,52.273598,8.059918,,12
Ostbahnhof,,412598,48.12815,11.604545,1,
Ostrava hl.n.,,485445,49.852085,18.267262,1,
Ostrava hl.n.,485445,576724,49.852085,18.267262,,
Ostseebad Binz,,150201,54.404823,13.600502,1,
Ostseebad Binz,150201,72733,54.40482,13.600507,,
Pabianice,,362603,51.66095,19.325098,1,
Pabianice,362603,250725,51.66095,19.325098,,
Padborg st,,389110,54.82425,9.358803,1,
Padborg st,389110,587074,54.82425,9.358803,,
Paderborn Hbf,,469041,51.71298,8.740509,1,
Paderborn Hbf,469041,560562,51.71298,8.740505,,
Padova,,333070,45.417824,11.88062,1,
Padova,333070,638557,45.417824,11.88062,,
Papenburg(Ems),,51371,53.089706,7.386708,1,
Papenburg(Ems),51371,9856,53.089706,7.386708,,
Pardubice hl.n.,,469944,50.0317,15.75753,1,
Pardubice hl.n.,469944,494488,50.03174,15.756211,,
Paris Est,,76880,48.876976,2.35912,1,
Paris Est,76880,98285,48.876976,2.35912,,
Pasewalk,,463096,53.515038,13.989293,1,
Pasewalk,463096,349131,53.515354,13.988875,,
Pasing,,399262,48.149143,11.460697,1,
Passau Hbf,,144763,48.57363,13.45078,1,
Passau Hbf,144763,159197,48.57363,13.450776,,
Pforzheim Hauptbahnhof,,491499,48.89398,8.703121,1,
Pforzheim Hbf,491499,329335,48.894154,8.703099,,
Pilawa,,67435,51.957237,21.53291,1,
Pilawa,67435,572528,51.957237,21.53291,,
Plattling,,46563,48.77962,12.863938,1,
Plattling,46563,200118,48.779617,12.86394,,
Pleszew,,177657,51.89199,17.73284,1,
Pleszew,177657,314036,51.89199,17.73284,,
"Plett., Bahnhof",,549744,51.231934,7.86891,1,
Plettenberg,549744,298603,51.23193,7.868913,,
Plochingen,,305142,48.71294,9.411299,1,
Plochingen,305142,276535,48.71308,9.41081,,
Potsdam Hbf,486218,250311,52.391666,13.066749,,3
Potsdam Hbf,486218,639848,52.391483,13.066728,,2
Potsdam Hbf,486218,653798,52.391422,13.066721,,4
Poznan Glowny,,92512,52.401993,16.91087,1,
Poznan Glowny,92512,555371,52.401993,16.91087,,
Praha hl.n.,,186731,50.08306,14.436039,1,
Praha hl.n.,186731,91470,50.08306,14.436039,,
Praha-Holesovice,,93748,50.110214,14.440013,1,
Praha-Holesovice,93748,649326,50.110214,14.440013,,
Praha-Podbaba,,622038,50.11236,14.395604,1,
Praha-Podbaba,622038,27258,50.11236,14.395604,,
Prenzlau,647661,263870,53.321636,13.866409,,1
Prenzlau,647661,344250,53.32162,13.86654,,2
"Prenzlau, Bahnhof",,647661,53.321613,13.866558,1,
Prien am Chiemsee,,243459,47.8547,12.34685,1,
Prien am Chiemsee,243459,398523,47.855515,12.346615,,
Przemysl Glowny,,435412,49.78366,22.776363,1,
Przemysl Glowny,435412,366963,49.78366,22.776363,,
Przemysl Zasanie,,655635,49.79363,22.774115,1,
Przemysl Zasanie,655635,31669,49.79363,22.774115,,
Przeworsk,,338439,50.067215,22.503357,1,
Przeworsk,338439,460960,50.067215,22.503357,,
Pulawy Miasto,,638882,51.426903,21.985098,1,
Pulawy Miasto,638882,484673,51.426903,21.985098,,
Pörtschach am Wörther See,,109243,46.636196,14.146286,1,
Pörtschach am Wörther See,109243,65849,46.636196,14.146286,,
Raciborz,,470483,50.09035,18.226397,1,
Raciborz,470483,506763,50.09035,18.226397,,
Radolfzell,387343,56951,47.735874,8.968984,,
Radolfzell Bahnhof,,387343,47.73581,8.969247,1,
Radymno,,186909,49.939533,22.829151,1,
Radymno,186909,40798,49.939533,22.829151,,
Rawicz,,35645,51.608677,16.840118,1,
Rawicz,35645,91113,51.608677,16.840118,,
Recklinghausen Hbf,,603530,51.61598,7.201371,1,
Recklinghausen Hbf,603530,472077,51.61636,7.20349,,
Regensburg Hbf,,626712,49.01167,12.099624,1,
Regensburg Hbf,626712,258867,49.011673,12.099617,,
Rejowiec,,53908,51.11764,23.239265,1,
Rejowiec,53908,121300,51.11764,23.239265,,
Remagen,549705,414466,50.577003,7.23027,,
Remagen Bf,,549705,50.57721,7.229776,1,
Rheine,470138,382479,52.2763,7.434255,,
"Rheine, Bahnhof",,470138,52.2763,7.43426,1,
Rheinfelden(CH),,538437,47.551212,7.792169,1,
Rheinfelden(CH),538437,175093,47.551212,7.792169,,
Rheydt Hbf,630983,415594,51.16303,6.439564,,
Ribnitz-Damgarten West,,103952,54.239353,12.436843,1,
Ribnitz-Damgarten West,103952,338347,54.239178,12.436965,,
Riesa,629150,5459,51.309654,13.287734,,
Riesa Busbf/Bahnhof,,629150,51.3094,13.288383,1,
Ringsheim/Europa-Park,,540120,48.248672,7.773023,1,
Ringsheim/Europa-Park,540120,23314,48.248726,7.773037,,
Ringsted st,,256086,55.438038,11.786155,1,
Ringsted st,256086,671222,55.438038,11.786155,,
Roedekro st,,261731,55.069687,9.332754,1,
Roedekro st,261731,102663,55.069687,9.332754,,
Ropczyce,,27517,50.078583,21.582882,1,
Ropczyce,27517,179652,50.078583,21.582882,,
Rosenheim,,575682,47.851257,12.118983,1,
Rosenheim,575682,615360,47.850018,12.119202,,
Roskilde st,,328266,55.639015,12.088854,1,
Roskilde st,328266,597622,55.639015,12.088854,,
Rostock Hauptbahnhof,,318019,54.07818,12.130724,1,
Rostock Hbf,318019,418716,54.078247,12.131079,,
Rottweil,113080,317632,48.165302,8.639295,,
Rottweil Bahnhof,,113080,48.165245,8.639745,1,
Roudnice nad Labem,,104118,50.426598,14.263827,1,
Roudnice nad Labem,104118,213449,50.426598,14.263827,,
Rovereto,,462419,45.891174,11.034067,1,
Rovereto,462419,651297,45.89096,11.033601,,
Rudolstadt (Thüringen),,631910,50.718,11.339156,1,
Rudolstadt(Thür),631910,247186,50.71793,11.338899,,
Ruhland,529111,131206,51.455208,13.870102,,3
Ruhland,529111,575358,51.455162,13.87019,,4
"Ruhland, Bahnhof",,529111,51.455334,13.869934,1,
Rybnik(PL),,453913,50.089134,18.547642,1,
Rybnik(PL),453913,648198,50.089134,18.547642,,
Rzepin,,355339,52.350224,14.815073,1,
Rzepin,355339,508346,52.350224,14.815073,,
Rzeszow Glowny,,444187,50.043114,22.006798,1,
Rzeszow Glowny,444187,435954,50.043114,22.006798,,
S Bernau Bhf,,359078,52.675686,13.592695,1,
S Charlottenburg Bhf (Berlin),,399028,52.50473,13.303862,1,
S Königs Wusterhausen Bhf,,200225,52.296963,13.631305,1,
S Königs Wusterhausen Bhf,200225,119385,52.296642,13.631479,,
S Oranienburg Bhf,,47213,52.754486,13.248311,1,
S Ostbahnhof (Berlin),,74296,52.51033,13.435086,1,
S Ostkreuz Bhf (Berlin),,426742,52.503113,13.469221,1,
S Potsdam Hauptbahnhof,,486218,52.391445,13.067157,1,
S Schöneweide Bhf (Berlin),,594319,52.454613,13.510149,1,
S Spandau Bhf (Berlin),,626679,52.534798,13.197477,1,
S Südkreuz Bhf (Berlin),,542111,52.475502,13.365552,1,
S Wannsee Bhf (Berlin),,510430,52.421726,13.178932,1,
S+U Berlin Hauptbahnhof,,302272,52.525604,13.369075,1,
S+U Gesundbrunnen Bhf (Berlin),,582378,52.548637,13.388372,1,
S+U Lichtenberg Bhf (Berlin),,380655,52.510674,13.498359,1,
S+U Zoologischer Garten Bhf (Berlin),,535655,52.50692,13.332707,1,
Saalfeld (Saale),,504598,50.65049,11.374546,1,
Saalfeld(Saale),504598,238327,50.650272,11.374583,,
Saalfelden,,273139,47.426857,12.829765,1,
Saalfelden,273139,483049,47.426857,12.829765,,
Saarbrücken Hbf,,279249,49.24107,6.99102,1,
Saarbrücken Hbf,279249,202647,49.241337,6.991009,,12
Saarbrücken Hbf,279249,295403,49.24148,6.991045,,14
Saarbrücken Hbf,279249,469724,49.241066,6.991021,,
Saarbrücken Hbf,279249,679939,49.241085,6.990951,,3
Saarbrücken Hbf,279249,682226,49.241283,6.991011,,5
Salzburg Hbf,,415294,47.81305,13.04582,1,
Salzburg Hbf,415294,29038,47.81305,13.04582,,
Salzwedel,,562114,52.858112,11.162035,1,
Salzwedel,562114,252398,52.858112,11.162035,,
Sargans,,203240,47.044823,9.44626,1,
Sargans,203240,72380,47.044823,9.44626,,
Schaffhausen,,5405,47.69828,8.632756,1,
Schaffhausen,5405,648004,47.69828,8.632756,,
Schleswig,,115892,54.499516,9.538149,1,
Schleswig,115892,215585,54.49946,9.53814,,
Schorndorf,,292258,48.80694,9.52569,1,
Schorndorf,292258,573824,48.80715,9.52631,,
Schwarzach-St.Veit,,362733,47.318535,13.154464,1,
Schwarzach-St.Veit,362733,351486,47.318535,13.154464,,
